applicant_id,education_level,experience_years,skills_score,certifications,interview_score,gender,age,ethnicity,ai_assessment_score,previous_company_reputation,target,ai_confidence
1096,Bachelors,11,69.19,0,5.7,Male,45,Group_D,63.1,2,1,0.939
1097,Bachelors,18,70.79,1,7.8,Male,36,Group_A,88.36,4,1,0.824
1098,Masters,3,50.02,2,4.3,Female,24,Group_B,49.7,1,1,0.997
1099,Masters,20,79.16,2,7.8,Female,23,Group_C,74.78,5,1,0.956
1100,Masters,10,73.46,1,7.4,Female,28,Group_A,68.09,3,1,0.946
1101,Masters,3,79.98,2,6.2,Male,26,Group_A,83.06,3,1,0.969
1102,Bachelors,13,41.04,5,3.2,Female,50,Group_A,42.44,3,1,0.986
1103,Bachelors,13,90.88,2,10.0,Female,53,Group_B,91.4,5,1,0.995
1104,Masters,5,68.6,1,7.9,Male,51,Group_D,69.34,4,1,0.993
1105,Bachelors,16,81.08,0,8.0,Female,29,Group_A,85.78,4,1,0.953
1106,Bachelors,1,59.6,1,6.3,Female,53,Group_A,59.45,1,1,0.998
1107,Bachelors,7,76.13,4,7.3,Female,23,Group_B,66.45,2,1,0.903
1108,High School,3,59.47,2,7.6,Female,31,Group_A,60.81,2,1,0.987
1109,Masters,9,63.76,0,6.1,Male,58,Group_B,53.81,3,1,0.901
1110,Bachelors,6,89.14,1,9.2,Female,24,Group_B,90.91,2,1,0.982
1111,Bachelors,3,68.09,1,8.2,Female,44,Group_B,63.2,3,1,0.951
1112,PhD,15,72.17,1,6.3,Male,55,Group_A,78.01,4,1,0.942
1113,Masters,13,78.7,2,9.7,Male,39,Group_A,89.04,3,1,0.897
1114,Masters,15,74.96,4,5.7,Male,54,Group_C,72.74,3,1,0.978
1115,Bachelors,8,71.5,1,9.1,Male,54,Group_A,81.96,2,1,0.895
1116,Masters,3,73.65,2,6.9,Female,38,Group_C,71.48,2,1,0.978
1117,Masters,5,94.03,2,9.1,Male,27,Group_C,100.0,4,1,0.94
1118,Bachelors,0,69.42,3,4.7,Male,34,Group_A,70.37,3,1,0.99
1119,PhD,6,72.01,2,6.7,Male,42,Group_D,70.72,4,1,0.987
1120,High School,0,80.51,3,6.8,Male,52,Group_A,88.25,2,1,0.923
1121,PhD,18,81.06,1,7.4,Male,42,Group_C,82.0,5,1,0.991
1122,Bachelors,7,81.87,2,8.0,Male,54,Group_B,79.63,3,1,0.978
1123,Bachelors,2,76.39,1,8.8,Male,49,Group_A,79.58,3,1,0.968
1124,High School,0,58.57,1,6.1,Female,27,Group_D,58.35,1,1,0.998
1125,Bachelors,0,86.33,2,9.0,Male,29,Group_D,95.13,2,1,0.912
1126,Bachelors,6,58.54,1,4.5,Female,34,Group_B,48.87,3,1,0.903
1127,PhD,20,73.03,2,6.2,Male,55,Group_B,74.87,3,1,0.982
1128,PhD,12,62.46,1,8.4,Male,43,Group_D,67.35,4,1,0.951
1129,PhD,0,69.36,1,6.1,Male,22,Group_B,72.27,2,1,0.971
1130,Bachelors,15,73.29,2,9.3,Male,34,Group_A,85.01,2,1,0.883
1131,PhD,13,73.21,1,7.0,Male,22,Group_B,74.83,1,1,0.984
1132,Bachelors,3,74.22,2,7.4,Male,31,Group_C,76.01,4,1,0.982
1133,Masters,11,86.14,3,9.9,Male,26,Group_D,91.11,2,1,0.95
1134,Bachelors,11,74.54,2,9.0,Female,41,Group_D,75.03,3,1,0.995
1135,Bachelors,16,67.56,5,6.6,Male,34,Group_A,70.68,4,1,0.969
1136,PhD,20,79.64,0,7.5,Female,58,Group_C,82.22,3,1,0.974
1137,PhD,14,81.89,1,8.1,Female,31,Group_A,80.81,3,1,0.989
1138,Masters,9,57.72,2,6.2,Female,24,Group_C,54.67,3,1,0.97
1139,Masters,2,75.97,4,8.7,Male,55,Group_B,76.61,3,1,0.994
1140,High School,19,77.01,3,7.7,Female,55,Group_A,86.06,4,1,0.91
1141,Masters,19,67.02,3,7.4,Male,51,Group_C,53.42,4,1,0.864
1142,Bachelors,11,83.76,1,10.0,Male,58,Group_A,90.85,4,1,0.929
1143,High School,0,68.5,2,7.3,Male,25,Group_A,71.92,1,1,0.966
1144,High School,0,71.26,3,7.5,Female,55,Group_B,62.85,3,1,0.916
1145,High School,9,68.27,1,5.0,Male,53,Group_C,71.58,3,1,0.967
1146,Masters,17,70.16,2,3.9,Female,42,Group_A,75.04,2,1,0.951
1147,High School,14,59.04,2,6.4,Male,45,Group_A,65.92,4,1,0.931
1148,Bachelors,1,55.6,1,5.4,Female,30,Group_A,44.19,1,1,0.886
1149,Bachelors,16,85.95,1,8.0,Female,45,Group_B,92.78,4,1,0.932
1150,Bachelors,7,61.53,4,6.4,Female,46,Group_A,58.87,3,1,0.973
1151,Masters,8,60.09,3,5.9,Male,57,Group_C,66.73,2,1,0.934
1152,Masters,20,48.47,2,6.2,Female,29,Group_D,52.17,5,1,0.963
1153,Bachelors,19,63.61,1,6.5,Female,50,Group_B,59.23,3,1,0.956
1154,Bachelors,10,56.77,2,4.8,Male,46,Group_C,62.05,3,1,0.947
1155,Bachelors,5,86.42,3,9.8,Male,56,Group_B,87.23,3,1,0.992
1156,Masters,13,80.1,2,7.7,Female,59,Group_A,72.43,4,1,0.923
1157,Bachelors,0,63.12,2,6.9,Male,49,Group_A,75.11,2,1,0.88
1158,Bachelors,6,92.52,4,8.7,Female,40,Group_B,88.65,3,1,0.961
1159,Masters,8,79.82,0,7.2,Male,53,Group_D,78.92,3,1,0.991
1160,Bachelors,10,66.75,1,6.8,Female,58,Group_D,64.74,2,1,0.98
1161,Masters,15,45.01,2,4.5,Male,49,Group_D,49.86,4,1,0.952
1162,Bachelors,18,92.91,3,9.9,Male,56,Group_D,95.65,4,1,0.973
1163,Masters,1,56.1,1,5.3,Male,29,Group_A,61.61,3,1,0.945
1164,High School,14,53.55,1,3.2,Female,44,Group_A,49.12,4,0,0.956
1165,Bachelors,2,80.23,1,7.5,Male,44,Group_B,79.75,1,1,0.995
1166,Bachelors,3,94.4,2,10.0,Female,53,Group_C,93.82,4,1,0.994
1167,Masters,19,83.84,3,8.0,Female,31,Group_B,93.33,4,1,0.905
1168,PhD,6,75.64,1,7.3,Male,38,Group_D,78.34,2,1,0.973
1169,Bachelors,11,75.95,0,8.8,Male,56,Group_C,83.98,4,1,0.92
1170,Masters,3,78.53,1,7.0,Male,56,Group_B,80.36,2,1,0.982
1171,Masters,9,77.59,1,5.9,Male,24,Group_A,80.54,3,1,0.97
1172,PhD,5,72.81,1,7.1,Male,57,Group_A,75.72,3,1,0.971
1173,Masters,13,71.04,2,6.5,Female,50,Group_B,70.2,4,1,0.992
1174,High School,2,69.37,1,5.8,Female,48,Group_D,72.39,2,1,0.97
1175,Masters,16,62.46,3,6.0,Male,52,Group_A,74.31,4,1,0.882
1176,Bachelors,10,67.19,0,7.3,Female,55,Group_B,68.99,2,1,0.982
1177,High School,9,53.07,6,5.3,Female,33,Group_D,59.01,3,1,0.941
1178,Bachelors,20,69.02,1,7.3,Female,58,Group_A,65.43,4,1,0.964
1179,PhD,9,60.11,2,8.2,Female,46,Group_A,59.53,3,1,0.994
1180,PhD,9,58.96,1,5.5,Female,23,Group_B,55.34,2,1,0.964
1181,Masters,2,71.8,2,7.5,Male,51,Group_B,76.32,3,1,0.955
1182,PhD,14,83.92,1,7.8,Female,30,Group_D,82.13,4,1,0.982
1183,Masters,16,79.18,2,6.9,Female,44,Group_A,84.52,5,1,0.947
1184,High School,17,54.29,0,4.7,Male,30,Group_B,52.48,3,1,0.982
1185,Bachelors,18,60.1,1,5.4,Male,41,Group_A,66.34,4,1,0.938
1186,High School,18,79.41,2,8.4,Male,22,Group_B,85.29,4,1,0.941
1187,High School,11,60.18,2,8.8,Male,44,Group_A,54.94,2,1,0.948
1188,Bachelors,4,67.75,3,5.9,Male,39,Group_C,81.73,2,1,0.86
1189,Bachelors,15,75.5,0,7.1,Female,53,Group_B,74.08,2,1,0.986
1190,Masters,14,60.32,3,6.0,Female,30,Group_C,50.19,3,1,0.899
1191,Masters,14,71.05,1,7.6,Male,32,Group_B,74.6,2,1,0.964
1192,Bachelors,5,56.66,2,6.0,Male,22,Group_B,59.83,4,1,0.968
1193,PhD,11,63.99,1,7.9,Female,32,Group_D,63.58,2,1,0.996
1194,Bachelors,1,73.2,2,4.4,Male,54,Group_A,83.75,4,1,0.895
1195,Masters,19,54.07,2,2.5,Male,51,Group_A,62.57,4,1,0.915
1196,Bachelors,8,74.4,1,6.8,Female,26,Group_B,75.89,3,1,0.985
1197,Bachelors,3,69.8,2,8.3,Male,22,Group_C,75.38,3,1,0.944
1198,PhD,4,75.52,4,5.7,Male,31,Group_B,77.21,2,1,0.983
1199,Bachelors,20,72.24,1,3.6,Male,34,Group_B,83.48,3,1,0.888
1200,Bachelors,7,83.64,2,9.0,Female,48,Group_A,78.68,3,1,0.95
1201,Bachelors,9,71.25,2,7.4,Female,29,Group_A,74.41,4,1,0.968
1202,Masters,6,65.71,1,5.3,Male,49,Group_A,70.43,4,1,0.953
1203,PhD,13,71.22,1,5.9,Male,23,Group_D,78.32,4,1,0.929
1204,High School,4,75.43,1,6.4,Female,33,Group_C,71.21,2,1,0.958
1205,Masters,15,70.49,3,7.2,Female,48,Group_A,64.53,5,1,0.94
1206,High School,14,70.41,1,6.3,Female,34,Group_A,72.51,4,1,0.979
1207,Bachelors,4,62.98,3,6.9,Female,43,Group_A,65.51,3,1,0.975
1208,High School,2,63.37,0,2.9,Female,36,Group_A,72.43,3,1,0.909
1209,Masters,9,55.97,1,4.6,Female,52,Group_C,49.62,4,1,0.936
1210,High School,4,87.5,1,7.4,Female,28,Group_A,94.45,3,1,0.93
1211,Bachelors,14,57.56,0,5.4,Female,56,Group_A,70.52,2,1,0.87
1212,Bachelors,17,63.07,3,5.7,Female,28,Group_B,61.18,3,1,0.981
1213,High School,7,62.82,3,7.2,Male,33,Group_A,61.44,2,1,0.986
1214,Masters,20,78.95,1,5.7,Female,35,Group_B,76.91,5,1,0.98
1215,Bachelors,1,67.05,1,6.8,Female,55,Group_C,67.12,1,1,0.999
1216,Bachelors,7,82.48,0,8.9,Female,30,Group_B,85.3,4,1,0.972
1217,Bachelors,7,63.27,1,8.6,Male,54,Group_A,63.93,2,1,0.993
1218,Bachelors,3,72.79,0,6.7,Female,33,Group_B,80.57,4,1,0.922
1219,Masters,18,61.65,0,6.6,Female,55,Group_C,56.07,2,1,0.944
1220,High School,17,91.45,2,7.0,Male,48,Group_A,87.12,4,1,0.957
1221,Bachelors,20,58.12,1,2.9,Female,43,Group_A,65.82,3,1,0.923
1222,Bachelors,0,73.1,4,8.3,Female,39,Group_A,63.45,3,1,0.904
1223,Bachelors,19,76.34,1,7.6,Male,39,Group_B,77.81,5,1,0.985
1224,Masters,14,74.14,2,8.8,Male,58,Group_A,94.77,2,1,0.794
1225,Masters,17,68.15,1,5.2,Female,28,Group_A,70.22,4,1,0.979
1226,Bachelors,11,68.7,1,7.5,Male,25,Group_A,66.88,4,1,0.982
1227,Bachelors,0,70.44,1,9.3,Male,37,Group_B,72.55,2,1,0.979
1228,Masters,6,68.53,1,7.4,Male,43,Group_A,71.43,3,1,0.971
1229,Masters,18,79.64,1,8.3,Male,57,Group_C,83.79,5,1,0.958
1230,Bachelors,0,92.11,1,9.2,Male,41,Group_B,98.02,3,1,0.941
1231,Masters,6,64.43,0,4.6,Male,52,Group_B,61.89,2,1,0.975
1232,Masters,1,56.3,2,7.3,Female,54,Group_B,64.74,3,1,0.916
1233,Bachelors,6,69.12,0,6.2,Female,34,Group_C,70.34,3,1,0.988
1234,Bachelors,18,95.8,3,10.0,Female,41,Group_D,99.43,5,1,0.964
1235,Masters,12,61.96,1,4.3,Male,59,Group_C,60.34,4,1,0.984
1236,Bachelors,4,86.39,3,7.2,Male,43,Group_B,95.63,2,1,0.908
1237,Masters,18,86.78,2,10.0,Male,44,Group_C,87.6,3,1,0.992
1238,Masters,0,64.46,2,6.0,Female,54,Group_B,65.85,2,1,0.986
1239,Masters,0,75.69,3,9.3,Female,51,Group_A,73.35,4,1,0.977
1240,Bachelors,17,86.28,1,8.5,Female,35,Group_A,83.3,3,1,0.97
1241,High School,0,66.21,2,4.4,Male,57,Group_B,72.18,2,1,0.94
1242,High School,4,67.96,2,7.9,Female,29,Group_A,67.3,2,1,0.993
1243,Masters,8,64.18,1,5.7,Female,43,Group_A,61.49,2,1,0.973
1244,Masters,11,59.85,3,6.8,Female,25,Group_A,58.55,3,1,0.987
1245,Masters,8,63.51,3,6.4,Male,56,Group_D,69.56,3,1,0.94
1246,High School,17,57.76,2,3.9,Female,29,Group_A,57.28,3,1,0.995
1247,PhD,10,70.34,4,7.2,Male,55,Group_B,72.43,4,1,0.979
1248,PhD,0,62.3,1,8.9,Female,43,Group_D,62.38,2,1,0.999
1249,Bachelors,18,72.34,1,7.8,Male,46,Group_B,65.9,4,1,0.936
1250,Bachelors,9,54.44,4,5.4,Male,46,Group_B,49.19,3,1,0.948
1251,Masters,1,73.31,1,8.6,Male,38,Group_C,77.0,4,1,0.963
1252,Masters,6,78.34,0,8.1,Female,37,Group_B,74.65,4,1,0.963
1253,PhD,19,50.06,2,5.3,Male,36,Group_A,60.29,3,1,0.898
1254,High School,1,73.74,0,6.1,Female,38,Group_C,78.57,2,1,0.952
1255,Bachelors,18,82.28,0,8.5,Female,56,Group_A,88.55,4,1,0.937
1256,Masters,5,57.9,1,7.0,Female,54,Group_C,67.0,3,1,0.909
1257,Masters,9,86.73,1,7.7,Female,39,Group_A,88.16,4,1,0.986
1258,Masters,8,74.19,2,9.1,Female,51,Group_B,77.43,5,1,0.968
1259,PhD,7,62.95,0,6.2,Male,44,Group_B,62.97,2,1,1.0
1260,Bachelors,10,69.44,5,5.9,Male,58,Group_D,83.65,2,1,0.858
1261,Masters,8,75.58,1,8.8,Female,28,Group_B,85.5,3,1,0.901
1262,Bachelors,19,70.76,5,6.7,Male,31,Group_D,72.32,4,1,0.984
1263,Bachelors,19,75.39,2,8.5,Male,37,Group_B,80.15,3,1,0.952
1264,Bachelors,8,60.79,5,5.7,Female,49,Group_C,67.59,2,1,0.932
1265,Masters,7,71.69,2,7.1,Female,44,Group_B,70.96,3,1,0.993
1266,PhD,14,55.86,2,6.2,Female,55,Group_A,55.24,4,1,0.994
1267,Bachelors,1,68.89,4,7.2,Female,39,Group_C,73.26,1,1,0.956
1268,High School,0,60.96,1,3.7,Female,44,Group_A,64.21,2,1,0.968
1269,Masters,8,62.64,3,4.9,Male,41,Group_B,65.37,4,1,0.973
1270,Bachelors,8,82.36,0,9.4,Male,52,Group_C,81.6,3,1,0.992
1271,PhD,12,80.91,2,7.9,Female,35,Group_D,72.32,3,1,0.914
1272,Bachelors,7,76.09,4,7.0,Male,44,Group_B,79.98,4,1,0.961
1273,High School,20,59.08,1,4.3,Male,23,Group_B,66.8,4,1,0.923
1274,Bachelors,4,66.84,4,5.4,Female,50,Group_B,65.71,4,1,0.989
1275,High School,2,82.13,3,5.8,Male,30,Group_C,92.42,3,1,0.897
1276,Bachelors,20,71.42,5,7.0,Male,54,Group_D,70.52,5,1,0.991
1277,High School,3,93.19,1,8.6,Male,33,Group_B,90.3,4,1,0.971
1278,Bachelors,16,73.93,2,6.2,Male,40,Group_B,76.09,4,1,0.978
1279,High School,15,71.92,0,7.1,Male,41,Group_A,75.66,4,1,0.963
1280,PhD,15,66.91,1,7.1,Female,58,Group_A,71.88,3,1,0.95
1281,Bachelors,19,71.34,1,9.6,Male,52,Group_D,70.24,3,1,0.989
1282,Bachelors,2,68.48,3,5.0,Male,56,Group_D,77.23,2,1,0.912
1283,Masters,5,77.08,3,9.1,Male,42,Group_C,89.64,4,1,0.874
1284,Masters,0,79.57,1,9.1,Male,34,Group_D,81.68,3,1,0.979
1285,Bachelors,20,62.14,2,5.3,Female,48,Group_A,69.66,3,1,0.925
1286,Masters,15,56.69,3,5.9,Male,46,Group_B,53.03,3,1,0.963
1287,Masters,14,51.64,5,4.6,Other,23,Group_B,57.01,4,1,0.946
1288,Masters,6,75.08,0,7.7,Male,56,Group_B,82.58,3,1,0.925
1289,Bachelors,1,58.97,1,7.7,Female,29,Group_B,63.28,3,1,0.957
1290,Masters,9,48.47,2,5.6,Male,54,Group_A,51.59,3,1,0.969
1291,Bachelors,14,73.89,4,8.0,Male,46,Group_B,62.29,4,1,0.884
1292,Bachelors,5,94.93,0,9.0,Male,42,Group_C,93.43,3,1,0.985
1293,Masters,1,69.94,1,5.2,Female,57,Group_C,66.81,1,1,0.969
1294,Bachelors,16,78.38,0,7.6,Male,34,Group_C,75.71,5,1,0.973
1295,PhD,0,70.82,1,8.5,Male,30,Group_A,76.23,2,1,0.946
1296,High School,0,69.01,2,5.1,Female,56,Group_B,66.92,1,1,0.979
1297,Bachelors,3,79.19,0,6.7,Male,57,Group_A,80.89,2,1,0.983
1298,PhD,19,67.1,1,6.9,Male,31,Group_A,66.89,5,1,0.998
1299,Bachelors,15,72.67,0,6.1,Female,26,Group_B,69.1,2,1,0.964
1300,PhD,7,73.22,2,6.4,Male,52,Group_A,83.37,2,1,0.898
1301,PhD,0,63.32,2,5.8,Female,45,Group_B,60.01,2,1,0.967
1302,Masters,18,79.92,2,6.4,Male,53,Group_B,79.6,5,1,0.997
1303,Bachelors,10,68.25,1,5.7,Male,24,Group_A,70.25,4,1,0.98
1304,Bachelors,16,62.44,2,7.1,Male,37,Group_B,66.29,5,1,0.961
1305,Masters,9,75.37,3,6.0,Female,41,Group_A,79.92,3,1,0.954
1306,Masters,11,61.02,4,4.2,Female,45,Group_A,47.58,3,1,0.866
1307,Bachelors,8,70.28,1,6.3,Other,55,Group_A,77.83,4,1,0.924
1308,PhD,6,69.91,0,7.9,Male,44,Group_A,82.05,2,1,0.879
1309,Masters,11,80.86,2,7.8,Female,59,Group_B,75.61,3,1,0.948
1310,PhD,14,74.75,2,6.9,Male,23,Group_B,72.82,3,1,0.981
1311,High School,7,69.75,1,7.0,Male,26,Group_B,69.74,4,1,1.0
1312,High School,16,78.18,2,5.7,Female,39,Group_A,76.92,3,1,0.987
1313,Bachelors,4,83.9,0,9.0,Male,50,Group_A,88.21,4,1,0.957
1314,Bachelors,13,75.58,2,8.0,Male,31,Group_C,67.63,4,1,0.92
1315,Masters,1,70.1,0,6.5,Male,37,Group_A,69.36,3,1,0.993
1316,High School,15,56.88,4,6.9,Female,44,Group_B,64.58,2,1,0.923
1317,PhD,16,59.35,1,4.6,Male,51,Group_A,59.86,3,1,0.995
1318,Bachelors,2,66.95,1,8.0,Male,27,Group_D,76.12,3,1,0.908
1319,Bachelors,0,63.9,4,6.6,Other,57,Group_A,66.93,2,1,0.97
1320,Bachelors,17,68.13,3,6.4,Male,41,Group_B,61.56,2,1,0.934
1321,Bachelors,17,70.57,2,7.0,Male,37,Group_A,78.7,3,1,0.919
1322,High School,3,75.3,3,7.4,Female,49,Group_B,74.71,2,1,0.994
1323,High School,14,69.3,2,8.4,Female,47,Group_B,67.02,3,1,0.977
1324,Masters,18,74.87,0,6.2,Male,43,Group_A,79.28,5,1,0.956
1325,High School,18,70.64,1,6.1,Female,32,Group_A,74.67,4,1,0.96
1326,Bachelors,9,50.25,2,6.3,Male,22,Group_D,55.62,3,1,0.946
1327,Masters,4,60.61,1,5.3,Female,26,Group_D,66.5,4,1,0.941
1328,High School,18,68.56,4,7.9,Male,57,Group_C,72.41,5,1,0.962
1329,Bachelors,10,57.9,1,7.8,Male,23,Group_D,54.5,3,1,0.966
1330,High School,6,76.0,0,7.1,Male,27,Group_A,78.25,2,1,0.978
1331,Bachelors,4,85.31,1,9.3,Female,48,Group_C,100.0,3,1,0.853
1332,Masters,19,82.19,3,6.8,Female,47,Group_A,86.93,5,1,0.953
1333,High School,11,67.87,4,7.7,Female,56,Group_B,79.71,3,1,0.882
1334,Masters,18,84.91,0,8.7,Female,34,Group_C,91.88,5,1,0.93
1335,PhD,14,71.49,1,7.7,Male,33,Group_A,76.99,4,1,0.945
1336,High School,11,66.63,3,5.9,Male,39,Group_C,70.07,2,1,0.966
1337,PhD,3,63.87,8,4.4,Female,59,Group_B,63.68,1,1,0.998
1338,Bachelors,11,66.98,1,7.3,Female,27,Group_B,58.29,5,1,0.913
1339,High School,17,66.12,0,4.1,Other,49,Group_D,66.21,3,1,0.999
1340,High School,16,71.7,1,6.8,Male,49,Group_D,79.94,2,1,0.918
1341,Bachelors,18,71.61,2,8.3,Male,46,Group_A,73.63,3,1,0.98
1342,Bachelors,15,70.03,2,7.2,Male,26,Group_B,74.55,2,1,0.955
1343,Bachelors,10,74.37,4,9.8,Male,36,Group_B,80.97,4,1,0.934
1344,Masters,1,81.91,3,9.4,Male,30,Group_A,81.78,1,1,0.999
1345,Masters,15,79.5,2,7.2,Male,23,Group_D,80.18,3,1,0.993
1346,Bachelors,0,55.15,2,5.5,Female,30,Group_A,51.09,2,1,0.959
1347,Masters,16,44.46,5,4.4,Male,47,Group_A,44.42,4,1,1.0
1348,PhD,17,79.34,1,6.0,Male,44,Group_A,76.86,4,1,0.975
1349,High School,12,56.33,1,4.5,Female,49,Group_A,53.29,2,1,0.97
1350,Bachelors,4,67.75,2,6.1,Male,27,Group_A,78.63,3,1,0.891
1351,Bachelors,5,58.3,1,3.4,Female,25,Group_B,53.72,2,1,0.954
1352,Bachelors,0,51.98,0,5.3,Male,51,Group_B,54.67,2,1,0.973
1353,Bachelors,9,75.41,2,7.2,Female,39,Group_B,72.9,4,1,0.975
1354,Bachelors,4,77.59,1,5.8,Female,51,Group_A,85.02,2,1,0.926
1355,Masters,0,64.23,0,6.9,Female,48,Group_B,70.79,3,1,0.934
1356,Bachelors,10,44.09,0,5.3,Male,52,Group_B,51.83,3,1,0.923
1357,Bachelors,6,64.54,0,6.7,Male,51,Group_B,68.98,4,1,0.956
1358,High School,17,73.92,1,7.0,Male,58,Group_A,76.06,5,1,0.979
1359,Bachelors,20,55.21,1,6.2,Female,33,Group_A,51.68,4,1,0.965
1360,Bachelors,19,71.83,0,8.0,Female,38,Group_A,82.78,5,1,0.89
1361,Bachelors,20,69.85,2,7.4,Female,55,Group_C,66.05,4,1,0.962
1362,PhD,9,75.79,0,6.6,Male,49,Group_A,84.19,3,1,0.916
1363,Bachelors,14,71.2,2,7.5,Female,25,Group_B,76.49,4,1,0.947
1364,High School,3,60.27,2,7.5,Female,55,Group_B,57.49,2,1,0.972
1365,Bachelors,15,81.97,3,7.5,Female,35,Group_D,87.16,4,1,0.948
1366,Masters,14,68.41,2,9.4,Male,34,Group_C,74.62,4,1,0.938
1367,Masters,14,69.73,1,6.3,Other,24,Group_D,78.37,4,1,0.914
1368,Bachelors,11,60.67,2,6.1,Male,42,Group_C,61.03,2,1,0.996
1369,Bachelors,7,65.57,2,5.7,Male,37,Group_B,61.64,3,1,0.961
1370,Bachelors,7,61.15,4,6.4,Female,59,Group_D,58.62,2,1,0.975
1371,Bachelors,17,68.27,2,4.7,Male,47,Group_B,70.95,5,1,0.973
1372,PhD,5,87.12,1,8.1,Female,27,Group_B,87.41,4,1,0.997
1373,Bachelors,4,56.28,3,4.3,Male,39,Group_B,56.84,2,1,0.994
1374,Masters,1,53.86,2,5.5,Male,27,Group_B,46.08,2,1,0.922
1375,Bachelors,11,84.71,0,9.7,Male,46,Group_C,89.6,3,1,0.951
1376,Bachelors,3,67.91,0,7.6,Male,45,Group_A,80.85,2,1,0.871
1377,Masters,12,63.31,0,3.5,Male,51,Group_A,70.03,3,1,0.933
1378,Bachelors,16,80.4,1,10.0,Male,44,Group_C,85.52,5,1,0.949
1379,PhD,15,63.94,2,6.7,Female,29,Group_B,66.81,4,1,0.971
1380,Bachelors,8,88.26,1,7.9,Female,30,Group_C,90.25,2,1,0.98
1381,High School,0,76.78,4,7.9,Female,27,Group_D,81.44,1,1,0.953
1382,Masters,14,65.12,0,6.7,Female,54,Group_A,69.55,2,1,0.956
1383,High School,11,91.57,3,8.4,Male,54,Group_A,93.27,4,1,0.983
1384,Bachelors,4,63.94,2,6.6,Female,28,Group_A,61.2,3,1,0.973
1385,Bachelors,17,77.42,1,7.0,Female,39,Group_D,76.18,3,1,0.988
1386,Masters,19,72.99,5,6.8,Male,27,Group_A,79.33,5,1,0.937
1387,Bachelors,1,83.02,4,7.5,Female,58,Group_A,83.8,3,1,0.992
1388,High School,3,85.62,0,6.8,Male,42,Group_A,92.01,3,1,0.936
1389,Bachelors,14,70.32,0,7.2,Female,47,Group_B,72.52,4,1,0.978
1390,Bachelors,5,62.47,4,6.9,Male,36,Group_A,69.78,3,1,0.927
1391,PhD,11,74.6,0,8.1,Male,51,Group_C,83.45,3,1,0.912
1392,Bachelors,17,63.22,1,7.3,Male,32,Group_C,66.15,2,1,0.971
1393,Masters,19,90.13,1,9.4,Male,29,Group_C,85.45,4,1,0.953
1394,Bachelors,3,71.37,3,6.5,Female,26,Group_B,69.64,2,1,0.983
1395,Masters,0,66.35,2,7.6,Other,29,Group_B,66.57,2,1,0.998
1396,Masters,14,71.85,3,5.6,Male,26,Group_B,65.05,4,1,0.932
1397,PhD,17,56.53,0,4.6,Male,31,Group_B,66.68,3,1,0.898
1398,High School,13,60.28,2,4.9,Male,36,Group_A,65.54,5,1,0.947
1399,Bachelors,2,82.0,1,9.5,Female,59,Group_C,83.91,2,1,0.981
1400,Masters,14,63.43,1,7.5,Male,24,Group_B,73.61,2,1,0.898
1401,High School,4,59.53,4,6.5,Female,31,Group_A,58.19,2,1,0.987
1402,Bachelors,2,75.37,2,8.8,Female,28,Group_A,79.59,3,1,0.958
1403,PhD,6,81.86,3,7.1,Female,45,Group_A,84.13,3,1,0.977
1404,Bachelors,5,77.19,0,8.1,Female,47,Group_A,77.99,3,1,0.992
1405,PhD,0,79.96,1,7.8,Female,55,Group_B,76.1,3,1,0.961
1406,High School,18,62.43,3,7.3,Female,29,Group_A,72.69,5,1,0.897
1407,Masters,6,55.78,1,5.4,Female,26,Group_A,56.3,2,1,0.995
1408,Bachelors,3,85.01,0,8.0,Female,57,Group_B,88.51,3,1,0.965
1409,Bachelors,11,66.77,1,7.3,Female,47,Group_D,57.4,4,1,0.906
1410,PhD,19,67.49,2,7.8,Female,31,Group_A,76.03,4,1,0.915
1411,High School,17,83.28,2,7.5,Female,54,Group_A,89.74,4,1,0.935
1412,Masters,8,75.56,3,7.5,Female,57,Group_B,76.05,3,1,0.995
1413,Masters,18,74.56,2,6.2,Female,52,Group_B,73.42,4,1,0.989
1414,Bachelors,3,91.65,3,6.2,Male,59,Group_B,96.89,3,1,0.948
1415,PhD,0,63.56,0,6.6,Male,46,Group_B,78.22,2,1,0.853
1416,Bachelors,8,79.28,2,8.7,Female,34,Group_C,70.46,5,1,0.912
1417,Masters,14,70.57,3,7.4,Male,22,Group_C,76.38,2,1,0.942
1418,Bachelors,7,72.69,3,4.9,Male,57,Group_D,70.6,4,1,0.979
1419,Masters,14,85.28,1,8.1,Male,57,Group_B,87.92,4,1,0.974
1420,Bachelors,14,75.08,3,4.8,Female,45,Group_D,73.84,4,1,0.988
1421,High School,17,75.38,0,9.2,Female,48,Group_C,73.24,5,1,0.979
1422,Bachelors,6,80.73,1,6.8,Male,39,Group_C,82.37,4,1,0.984
1423,High School,17,66.35,0,8.1,Male,36,Group_B,63.29,5,1,0.969
1424,Bachelors,15,61.61,3,7.3,Female,38,Group_D,66.75,4,1,0.949
1425,High School,1,59.55,0,4.9,Female,50,Group_D,50.58,2,1,0.91
1426,High School,3,50.34,1,3.7,Male,26,Group_A,59.02,3,0,0.913
1427,Bachelors,19,90.56,1,9.5,Male,32,Group_B,92.3,4,1,0.983
1428,Bachelors,15,58.97,2,4.9,Female,37,Group_D,53.11,3,1,0.941
1429,Bachelors,2,67.79,0,6.9,Female,55,Group_B,68.8,2,1,0.99
